-0.02076945	0.080134965	0.041008525	-0.061754715	0.08384233	-0.07759229	0.047852747	0.020580497	-0.042104427	-0.03655924	0.055255674	0.0068763676	-0.02339241	-0.09499267	0.025019655	-0.021310134
0.066429876	0.033167455	0.07413832	-0.11578604	0.13503084	-0.09060647	0.08527087	0.1011427	0.036709134	0.08730005	0.080088824	0.06885477	-0.06334153	-0.10825225	0.033532143	0.0041887853
0.14858274	-0.090422764	0.11942944	-0.20760146	0.21242815	-0.19713637	0.22183219	0.149406	0.078282036	0.050759524	0.16631927	0.16227822	0.0009788483	-0.21820824	0.0479725	0.01836157
-0.49852332	-0.5603897	-0.34150332	0.473234	-0.5223068	0.2613075	-0.48887354	-0.4227584	-0.29184213	-0.37138832	-0.46144152	-0.3743723	-0.24847466	0.41999584	-0.4134167	-0.31958455
-0.060211763	-0.41213223	-0.005004082	0.0035970376	-0.02151279	-0.08074997	0.004325288	-0.0024908294	-0.05021159	-0.040559974	0.0062497985	-0.03788663	-0.09433045	-0.018305713	-0.012873093	-0.0420325
0.018629389	-0.08436012	0.067007184	-0.0121072875	0.04956226	-0.16279776	0.026108231	0.10920922	0.08170603	0.015869483	0.0922063	0.06006845	0.030602612	-0.07047998	0.08318678	0.016757369
-0.43378317	-0.43649316	-0.34972748	0.4333993	-0.4720262	0.2698509	-0.48567477	-0.41405815	-0.29232374	-0.39262602	-0.4621661	-0.41192278	-0.30088198	0.39839232	-0.36545622	-0.3189422
0.06335626	-0.24401471	0.08895965	-0.06643595	0.07607913	-0.0495312	0.018630538	-0.00035752045	0.06768397	0.066485055	0.087885946	0.07283267	0.019515118	-0.058735255	0.05375988	-0.010217011
-0.4246648	-0.46408024	-0.27206004	0.33422017	-0.45171496	0.17123345	-0.39268208	-0.3505607	-0.30715522	-0.2794418	-0.39415607	-0.35929444	-0.20484711	0.34701732	-0.37442085	-0.26912957
-0.011901144	0.086335525	0.049693476	-0.06336646	0.037197534	0.039707467	-0.021002155	-0.02855766	-0.018031461	3.0060794e-05	-0.0033674452	-0.0039164494	-0.0033640203	-0.008556737	-0.011268211	-0.027596777
-0.5220219	-0.45023847	-0.37866938	0.39847338	-0.50799406	0.29098397	-0.43202204	-0.4142985	-0.33193123	-0.3958999	-0.47543952	-0.34429634	-0.2382603	0.3665469	-0.4408305	-0.28368992
0.13219643	0.060893826	0.076896064	-0.083718985	0.12413958	-0.080505736	0.16036853	0.0845747	0.06514956	0.095119216	0.10825113	0.16031076	0.018712638	-0.1360192	0.09945626	-0.012219931
-0.28383553	-0.42215675	-0.14588767	0.17873321	-0.30867445	0.09568524	-0.27472097	-0.21817927	-0.16196677	-0.18786597	-0.24984391	-0.21138614	-0.17769237	0.21156617	-0.15423729	-0.18371941
0.31172842	0.11418274	0.25465128	-0.35547554	0.38537025	-0.25724402	0.39378202	0.2736322	0.24803352	0.3106889	0.33507648	0.38005224	0.192241	-0.35070094	0.27256605	0.18077603
